Image,Actual Latitude,Actual Longitude,Predicted Latitude,Predicted Longitude,Adjusted Latitude,Adjusted Longitude,Haversine Distance Original,Haversine Distance Adjusted,Predicted Country,Country Confidence,Distance Category Original,Distance Category Adjusted
"data/streetviews/AR/-34.724639999999994,-58.34178.jpg",-34.724639999999994,-58.34178,38.3419999,45.567524600000006,23.634505000000047,-102.57139499999991,13404.898168372425,7991.638748552401,Mexico,26.547497510910034,>=5000 km,>=5000 km
"data/streetviews/PL/50.467780000000005,17.684990000000003.jpg",50.467780000000005,17.684990000000003,48.3678687,27.742122500000008,53.709670000000045,27.952730000000088,763.3421577628836,787.7040257133784,Belarus,51.430463790893555,<=1000 km,<=1000 km
"data/streetviews/NL/52.52859,5.56888.jpg",52.52859,5.56888,35.177199300000005,60.123297399999984,50.50506500000006,4.469935000000078,4646.6879901911125,237.50043863606223,Belgium,80.57418465614319,<=5000 km,<=500 km
"data/streetviews/US/41.60053,-87.73737.jpg",41.60053,-87.73737,46.96073700000001,42.90373370000001,31.948540000000065,35.229400000000055,9029.93168098798,9969.01309966652,West Bank,16.966326534748077,>=5000 km,>=5000 km
"data/streetviews/KR/37.46284,127.07164999999999.jpg",37.46284,127.07165,44.370354099999986,50.5458536,35.90872500000006,127.84294000000006,6239.532394895934,185.9908747966202,Republic of Korea,56.90462589263916,>=5000 km,<=500 km
"data/streetviews/GB/51.17467,-0.5995900000000001.jpg",51.17467,-0.5995900000000001,46.94661884761016,33.285910195730004,49.465340000000054,-2.5847899999999413,2490.145690365405,236.60668137830262,Guernsey,81.74464702606201,<=5000 km,<=500 km
"data/streetviews/GB/52.03221,-0.48271000000000003.jpg",52.03221,-0.48271,42.88023079999999,47.10143369999999,49.465340000000054,-2.5847899999999413,3647.610473822342,321.42999651610944,Guernsey,47.42195904254913,<=5000 km,<=500 km
"data/streetviews/DE/52.12628,6.8128.jpg",52.12628,6.8128,34.9194122,69.23372659999998,50.50506500000006,4.469935000000078,5200.77586315731,242.89675228644722,Belgium,64.2431378364563,>=5000 km,<=500 km
"data/streetviews/RO/44.442449999999994,26.05977.jpg",44.44245,26.05977,45.35633289999999,62.66013079999999,49.815135000000055,6.129235000000051,2859.6385602867376,1615.704468851844,Luxembourg,30.878061056137085,<=5000 km,<=5000 km
"data/streetviews/LK/6.84019,79.87116.jpg",6.84019,79.87116,47.6706442,20.437379200000002,9.307690000000065,2.315835000000078,7189.413806816907,8526.312119977463,Benin,29.592648148536682,>=5000 km,>=5000 km
"data/streetviews/NG/6.665679999999999,3.98791.jpg",6.665679999999999,3.98791,42.682666270210945,5.377225641135784,9.307690000000065,2.315835000000078,4007.236668280266,346.69975757440494,Benin,61.86847686767578,<=5000 km,<=500 km
"data/streetviews/IN/31.29543,74.89621.jpg",31.29543,74.89621,48.39454274761016,30.464420895730008,30.298845000000085,68.12879500000008,4167.515567533676,655.7057558267035,Pakistan,31.92894756793976,<=5000 km,<=1000 km
"data/streetviews/US/29.48398,-95.35109.jpg",29.48398,-95.35109,39.7020384,36.140859500000026,42.316380000000066,43.356895000000065,10833.696816532147,10981.541357214488,Georgia,21.567760407924652,>=5000 km,>=5000 km
"data/streetviews/US/37.84728,-121.98902.jpg",37.84728,-121.98902,50.02919454761016,26.69108689573,43.94886000000008,12.458720000000085,9772.630889000708,9830.980777269804,San Marino,28.87275516986847,>=5000 km,>=5000 km
"data/streetviews/PL/50.01795,18.59835.jpg",50.01795,18.59835,41.632206599999996,55.182619499999994,51.91947500000006,19.14555500000006,2950.1687383909334,214.88243963582448,Poland,57.69655108451843,<=5000 km,<=500 km
