image,latitude,longitude,country_code
"data/streetviews/IE/53.01383,-8.2908.jpg",53.01383,-8.2908,IE
"data/streetviews/US/40.79119,-73.80347.jpg",40.79119,-73.80347,US
"data/streetviews/IN/20.88197,85.83334.jpg",20.88197,85.83334,IN
"data/streetviews/NL/51.312999999999995,5.84989.jpg",51.313,5.84989,NL
"data/streetviews/AT/46.5858,15.84022.jpg",46.5858,15.84022,AT
"data/streetviews/PL/50.757709999999996,15.29572.jpg",50.75771,15.29572,PL
"data/streetviews/AR/-34.305389999999996,-60.24617.jpg",-34.30539,-60.24617,AR
"data/streetviews/TR/37.145289999999996,29.562250000000002.jpg",37.14529,29.56225,TR
"data/streetviews/US/40.24002,-74.80083.jpg",40.24002,-74.80083,US
"data/streetviews/LT/54.16195,24.427599999999998.jpg",54.16195,24.4276,LT
"data/streetviews/RU/55.59679,37.557179999999995.jpg",55.59679,37.55718,RU
"data/streetviews/US/40.94065,-73.99681.jpg",40.94065,-73.99681,US
"data/streetviews/KH/13.57236,102.12801999999999.jpg",13.57236,102.12802,KH
"data/streetviews/TR/41.1389,29.03724.jpg",41.1389,29.03724,TR
"data/streetviews/IL/31.886280000000003,35.214409999999994.jpg",31.886280000000003,35.214409999999994,IL
"data/streetviews/AU/-32.38283,115.81824.jpg",-32.38283,115.81824,AU
"data/streetviews/TR/41.0124,29.01547.jpg",41.0124,29.01547,TR
"data/streetviews/SK/48.13503,17.78586.jpg",48.13503,17.78586,SK
"data/streetviews/DK/55.97952,13.01285.jpg",55.97952,13.01285,DK
"data/streetviews/CO/4.75236,-73.95326.jpg",4.75236,-73.95326,CO
"data/streetviews/PL/49.86567,19.0494.jpg",49.86567,19.0494,PL
"data/streetviews/PT/41.01585,-8.54593.jpg",41.01585,-8.54593,PT
"data/streetviews/MY/2.69281,102.16261.jpg",2.69281,102.16261,MY
"data/streetviews/GB/57.1239,-2.1410299999999998.jpg",57.1239,-2.14103,GB
"data/streetviews/ME/42.330079999999995,19.21057.jpg",42.33008,19.21057,ME
"data/streetviews/PT/37.08905,-8.029069999999999.jpg",37.08905,-8.029069999999999,PT
"data/streetviews/US/34.07112,-117.69869.jpg",34.07112,-117.69869,US
"data/streetviews/IL/32.32261,34.900780000000005.jpg",32.32261,34.900780000000005,IL
"data/streetviews/FR/48.8322,2.23008.jpg",48.8322,2.23008,FR
"data/streetviews/LK/6.52198,80.04568.jpg",6.52198,80.04568,LK
"data/streetviews/NL/52.16455,5.2185500000000005.jpg",52.16455,5.2185500000000005,NL
"data/streetviews/LK/6.89854,79.88170000000001.jpg",6.89854,79.88170000000001,LK
"data/streetviews/GB/54.07522,-2.7603999999999997.jpg",54.07522,-2.7604,GB
"data/streetviews/AT/48.12816,16.09733.jpg",48.12816,16.09733,AT
"data/streetviews/US/33.929230000000004,-118.17126.jpg",33.929230000000004,-118.17126,US
"data/streetviews/AT/48.25499,16.394309999999997.jpg",48.25499,16.394309999999997,AT
"data/streetviews/FI/60.366859999999996,25.30131.jpg",60.36686,25.30131,FI
"data/streetviews/US/41.843239999999994,-73.09718000000001.jpg",41.84324,-73.09718000000001,US
"data/streetviews/AR/-34.669219999999996,-58.611959999999996.jpg",-34.66922,-58.61196,AR
"data/streetviews/PL/50.20344,19.46489.jpg",50.20344,19.46489,PL
"data/streetviews/BG/42.05772,24.701529999999998.jpg",42.05772,24.70153,BG
"data/streetviews/TR/40.37528,28.88222.jpg",40.37528,28.88222,TR
"data/streetviews/FI/60.40258,25.0835.jpg",60.40258,25.0835,FI
"data/streetviews/PL/54.10848,17.32956.jpg",54.10848,17.32956,PL
"data/streetviews/IT/37.943529999999996,13.46878.jpg",37.94353,13.46878,IT
"data/streetviews/MX/19.92712,-103.74195.jpg",19.92712,-103.74195,MX
"data/streetviews/NG/6.58976,3.22234.jpg",6.58976,3.22234,NG
"data/streetviews/RU/57.046659999999996,60.59718.jpg",57.04666,60.59718,RU
"data/streetviews/IT/40.792500000000004,16.91726.jpg",40.7925,16.91726,IT
"data/streetviews/GB/51.53917,-0.7294.jpg",51.53917,-0.7294,GB
"data/streetviews/DK/55.980940000000004,12.94096.jpg",55.98094,12.94096,DK
"data/streetviews/CO/9.15076,-75.61423.jpg",9.15076,-75.61423,CO
"data/streetviews/NG/6.429639999999999,3.49116.jpg",6.429639999999999,3.49116,NG
"data/streetviews/IL/31.39547,34.75699.jpg",31.39547,34.75699,IL
"data/streetviews/IT/40.946149999999996,14.3262.jpg",40.94615,14.3262,IT
"data/streetviews/KR/36.416850000000004,127.33858000000001.jpg",36.41685,127.33858,KR
"data/streetviews/GT/15.08633,-91.15984.jpg",15.08633,-91.15984,GT
"data/streetviews/IT/45.69899,9.11988.jpg",45.69899,9.11988,IT
"data/streetviews/AT/47.11595,15.341650000000001.jpg",47.11595,15.34165,AT
"data/streetviews/TH/13.43364,101.21091.jpg",13.43364,101.21091,TH
"data/streetviews/US/39.33074,-76.48476000000001.jpg",39.33074,-76.48476000000001,US
"data/streetviews/KR/37.9147,127.06334.jpg",37.9147,127.06334,KR
"data/streetviews/NG/7.41639,3.95281.jpg",7.41639,3.95281,NG
"data/streetviews/US/33.57129,-85.05978.jpg",33.57129,-85.05978,US
"data/streetviews/US/40.695640000000004,-74.21449.jpg",40.69564,-74.21449,US
"data/streetviews/US/38.58894,-89.99038.jpg",38.58894,-89.99038,US
"data/streetviews/RO/44.341829999999995,25.937730000000002.jpg",44.34183,25.93773,RO
"data/streetviews/GB/52.460660000000004,-1.7732299999999999.jpg",52.46066,-1.77323,GB
"data/streetviews/ES/37.13548,-3.67029.jpg",37.13548,-3.67029,ES
"data/streetviews/GB/52.36856,-2.13455.jpg",52.36856,-2.13455,GB
"data/streetviews/FR/48.961499999999994,2.35222.jpg",48.9615,2.35222,FR
"data/streetviews/PT/41.24693,-8.02562.jpg",41.24693,-8.02562,PT
"data/streetviews/CH/47.25896,8.1068.jpg",47.25896,8.1068,CH
"data/streetviews/US/41.96563,-83.60943.jpg",41.96563,-83.60943,US
"data/streetviews/MY/1.4819300000000002,103.84616.jpg",1.4819300000000002,103.84616,MY
"data/streetviews/MX/20.21322,-100.88023.jpg",20.21322,-100.88023,MX
"data/streetviews/MT/35.95792,14.362910000000001.jpg",35.95792,14.36291,MT
"data/streetviews/PT/41.24266,-8.08644.jpg",41.24266,-8.08644,PT
"data/streetviews/US/33.76781,-118.15226000000001.jpg",33.76781,-118.15226,US
"data/streetviews/IT/41.304489999999994,14.00863.jpg",41.30449,14.00863,IT
"data/streetviews/RU/55.67899,37.21699.jpg",55.67899,37.21699,RU
"data/streetviews/NG/7.35319,4.152019999999999.jpg",7.35319,4.152019999999999,NG
"data/streetviews/RS/44.36209,23.004250000000003.jpg",44.36209,23.004250000000003,RS
"data/streetviews/IE/53.75949,-7.69623.jpg",53.75949,-7.69623,IE
"data/streetviews/GB/51.54357,-0.22999000000000003.jpg",51.54357,-0.22999,GB
"data/streetviews/KR/37.76467,126.76510999999999.jpg",37.76467,126.76511,KR
"data/streetviews/CZ/50.25907,13.39401.jpg",50.25907,13.39401,CZ
"data/streetviews/IT/44.788509999999995,9.07161.jpg",44.78851,9.07161,IT
"data/streetviews/PL/51.58363,15.46062.jpg",51.58363,15.46062,PL
"data/streetviews/FR/45.4973,5.18055.jpg",45.4973,5.18055,FR
"data/streetviews/EC/-2.88468,-78.99148.jpg",-2.88468,-78.99148,EC
"data/streetviews/RU/59.80917,30.38167.jpg",59.80917,30.38167,RU
"data/streetviews/HR/43.6597,16.189980000000002.jpg",43.6597,16.189980000000002,HR
"data/streetviews/CO/6.6761,-73.06767.jpg",6.6761,-73.06767,CO
"data/streetviews/ES/43.21253,-2.77986.jpg",43.21253,-2.77986,ES
"data/streetviews/FR/44.64168,4.87345.jpg",44.64168,4.87345,FR
"data/streetviews/JP/37.56667,140.11667.jpg",37.56667,140.11667,JP
"data/streetviews/PT/41.65382,-8.16696.jpg",41.65382,-8.16696,PT
"data/streetviews/US/42.917410000000004,-82.46963.jpg",42.91741,-82.46963,US
"data/streetviews/DE/50.17647,8.46645.jpg",50.17647,8.46645,DE
"data/streetviews/US/38.74759,-77.47077.jpg",38.74759,-77.47077,US
"data/streetviews/US/26.6872,-81.58015999999999.jpg",26.6872,-81.58015999999999,US
"data/streetviews/US/35.0533,-79.00632.jpg",35.0533,-79.00632,US
"data/streetviews/CO/4.72201,-73.96563.jpg",4.72201,-73.96563,CO
"data/streetviews/ID/-6.678240000000001,110.87323.jpg",-6.678240000000001,110.87323,ID
"data/streetviews/SE/61.94975,17.3415.jpg",61.94975,17.3415,SE
"data/streetviews/US/35.69735,-80.46518.jpg",35.69735,-80.46518,US
"data/streetviews/US/40.31277,-74.19969.jpg",40.31277,-74.19969,US
"data/streetviews/PL/54.42098,16.51802.jpg",54.42098,16.51802,PL
"data/streetviews/US/37.59044,-97.88032000000001.jpg",37.59044,-97.88032,US
"data/streetviews/FI/60.54575,25.1237.jpg",60.54575,25.1237,FI
"data/streetviews/AU/-37.921980000000005,145.13522999999998.jpg",-37.921980000000005,145.13522999999998,AU
"data/streetviews/US/34.72902,-88.98809.jpg",34.72902,-88.98809,US
"data/streetviews/PS/31.320929999999997,34.88607.jpg",31.32093,34.88607,PS
"data/streetviews/PH/13.953579999999999,121.20499000000001.jpg",13.95358,121.20499,PH
"data/streetviews/GB/51.680279999999996,-1.27946.jpg",51.68028,-1.27946,GB
"data/streetviews/FR/43.068960000000004,5.917249999999999.jpg",43.06896,5.917249999999999,FR
"data/streetviews/JP/33.23809,129.67928.jpg",33.23809,129.67928,JP
"data/streetviews/FR/48.57803,2.1889000000000003.jpg",48.57803,2.1889000000000003,FR
"data/streetviews/BG/43.407450000000004,23.52666.jpg",43.40745,23.52666,BG
"data/streetviews/IT/45.050779999999996,9.167900000000001.jpg",45.05078,9.1679,IT
"data/streetviews/IE/53.92161,-7.61344.jpg",53.92161,-7.61344,IE
"data/streetviews/US/47.267830000000004,-122.49052999999999.jpg",47.26783,-122.49053,US
"data/streetviews/KR/36.341649999999994,129.04379.jpg",36.34165,129.04379,KR
"data/streetviews/PT/37.88243,-25.80564.jpg",37.88243,-25.80564,PT
"data/streetviews/PE/-16.59982,-68.84486.jpg",-16.59982,-68.84486,PE
"data/streetviews/US/41.378789999999995,-72.86839.jpg",41.37879,-72.86839,US
"data/streetviews/SE/59.12815,18.33243.jpg",59.12815,18.33243,SE
"data/streetviews/US/34.00764,-117.5754.jpg",34.00764,-117.5754,US
"data/streetviews/FR/43.12303,5.86496.jpg",43.12303,5.86496,FR
"data/streetviews/ES/37.56452,-6.1000499999999995.jpg",37.56452,-6.10005,ES
"data/streetviews/DE/48.35693,10.98461.jpg",48.35693,10.98461,DE
"data/streetviews/PT/40.98837,-8.636709999999999.jpg",40.98837,-8.636709999999999,PT
"data/streetviews/IT/40.278769999999994,8.54501.jpg",40.27877,8.54501,IT
"data/streetviews/LK/6.71852,80.37635999999999.jpg",6.71852,80.37635999999999,LK
"data/streetviews/LK/6.86851,79.90671.jpg",6.86851,79.90671,LK
"data/streetviews/GB/57.771820000000005,-4.24288.jpg",57.771820000000005,-4.24288,GB
"data/streetviews/BG/43.01191,23.121100000000002.jpg",43.01191,23.1211,BG
"data/streetviews/NL/52.236219999999996,5.15715.jpg",52.23622,5.15715,NL
"data/streetviews/GB/52.26338,1.17383.jpg",52.26338,1.17383,GB
"data/streetviews/FR/48.18377,-3.7288499999999996.jpg",48.18377,-3.72885,FR
"data/streetviews/US/39.96097,-75.60804.jpg",39.96097,-75.60804,US
"data/streetviews/AU/-33.92987,151.0627.jpg",-33.92987,151.0627,AU
"data/streetviews/CL/-33.302800000000005,-70.68332000000001.jpg",-33.302800000000005,-70.68332000000001,CL
"data/streetviews/FR/48.8233,1.95899.jpg",48.8233,1.95899,FR
"data/streetviews/US/40.03025,-105.23711.jpg",40.03025,-105.23711,US
"data/streetviews/LT/54.79277,24.65826.jpg",54.79277,24.65826,LT
"data/streetviews/MX/19.64745,-102.04897.jpg",19.64745,-102.04897,MX
"data/streetviews/RS/45.1805,19.97117.jpg",45.1805,19.97117,RS
"data/streetviews/RU/53.35613,34.18275.jpg",53.35613,34.18275,RU
"data/streetviews/IT/42.99884,12.668840000000001.jpg",42.99884,12.66884,IT
"data/streetviews/CH/45.71243,6.56579.jpg",45.71243,6.56579,CH
"data/streetviews/MY/2.60448,102.04983.jpg",2.60448,102.04983,MY
"data/streetviews/JP/35.802769999999995,139.6806.jpg",35.802769999999995,139.6806,JP
"data/streetviews/US/39.24894,-76.8566.jpg",39.24894,-76.8566,US
"data/streetviews/TR/39.113530000000004,27.199409999999997.jpg",39.11353,27.19941,TR
"data/streetviews/JP/36.79344,139.25735.jpg",36.79344,139.25735,JP
"data/streetviews/PT/41.25458,-6.95533.jpg",41.25458,-6.95533,PT
"data/streetviews/GB/52.64883,-1.8807.jpg",52.64883,-1.8807,GB
"data/streetviews/CA/43.93738999999999,-78.90176.jpg",43.93738999999999,-78.90176,CA
"data/streetviews/FI/60.15685,24.62769.jpg",60.15685,24.62769,FI
"data/streetviews/NL/52.56276,5.94859.jpg",52.56276,5.94859,NL
"data/streetviews/NL/51.93667,4.9089.jpg",51.93667,4.9089,NL
"data/streetviews/FI/60.18188,24.88523.jpg",60.18188,24.88523,FI
"data/streetviews/FR/48.85484,2.13354.jpg",48.85484,2.13354,FR
"data/streetviews/US/42.128499999999995,-88.06351.jpg",42.1285,-88.06351,US
"data/streetviews/US/41.51748,-88.04292.jpg",41.51748,-88.04292,US
"data/streetviews/CH/46.25497,6.111.jpg",46.25497,6.111,CH
"data/streetviews/SE/59.05119,18.08674.jpg",59.05119,18.08674,SE
"data/streetviews/IT/42.013799999999996,14.7293.jpg",42.0138,14.7293,IT
"data/streetviews/US/40.75014,-73.06593.jpg",40.75014,-73.06593,US
"data/streetviews/PH/10.79132,123.37676.jpg",10.79132,123.37676,PH
"data/streetviews/JP/35.72278,136.95454.jpg",35.72278,136.95454,JP
"data/streetviews/MY/5.95454,116.04260000000001.jpg",5.95454,116.0426,MY
"data/streetviews/NG/11.907820000000001,8.60567.jpg",11.90782,8.60567,NG
"data/streetviews/US/42.1139,-88.11477.jpg",42.1139,-88.11477,US
"data/streetviews/IE/53.35546,-7.7136700000000005.jpg",53.35546,-7.71367,IE
"data/streetviews/BR/-21.205,-41.88778.jpg",-21.205,-41.88778,BR
"data/streetviews/PL/50.42315,17.37433.jpg",50.42315,17.37433,PL
"data/streetviews/CZ/50.676860000000005,14.01161.jpg",50.676860000000005,14.01161,CZ
"data/streetviews/AR/-34.92269,-58.36951.jpg",-34.92269,-58.36951,AR
"data/streetviews/MX/19.11596,-98.3145.jpg",19.11596,-98.3145,MX
"data/streetviews/IE/53.53076,-6.868049999999999.jpg",53.53076,-6.868049999999999,IE
"data/streetviews/JP/34.733340000000005,135.61157.jpg",34.733340000000005,135.61157,JP
"data/streetviews/PT/41.11328,-8.4789.jpg",41.11328,-8.4789,PT
"data/streetviews/IL/31.76199,34.78853.jpg",31.76199,34.78853,IL
"data/streetviews/US/40.91667,-73.92377.jpg",40.91667,-73.92377,US
"data/streetviews/US/41.57324,-93.86646.jpg",41.57324,-93.86646,US
"data/streetviews/AR/-35.17911,-59.091469999999994.jpg",-35.17911,-59.09147,AR
"data/streetviews/GB/51.751470000000005,-0.33626.jpg",51.751470000000005,-0.33626,GB
"data/streetviews/GB/53.50823,-2.38536.jpg",53.50823,-2.38536,GB
"data/streetviews/IE/53.05205,-7.724729999999999.jpg",53.05205,-7.724729999999999,IE
"data/streetviews/BD/24.032,89.32607999999999.jpg",24.032,89.32607999999999,BD
"data/streetviews/PL/51.01963,17.676750000000002.jpg",51.01963,17.676750000000002,PL
"data/streetviews/LT/55.39709,25.08268.jpg",55.39709,25.08268,LT
"data/streetviews/AR/-34.421279999999996,-58.74099.jpg",-34.42128,-58.74099,AR
"data/streetviews/PA/9.0069,-79.51338.jpg",9.0069,-79.51338,PA
"data/streetviews/CH/47.75883,8.52064.jpg",47.75883,8.52064,CH
"data/streetviews/MX/19.32889,-99.32556.jpg",19.32889,-99.32556,MX
"data/streetviews/JP/34.9,137.5.jpg",34.9,137.5,JP
"data/streetviews/PT/39.15253,-9.362.jpg",39.15253,-9.362,PT
"data/streetviews/TR/39.22493,42.85693.jpg",39.22493,42.85693,TR
"data/streetviews/IE/53.79791,-7.5443.jpg",53.79791,-7.5443,IE
"data/streetviews/NG/12.03256,8.522540000000001.jpg",12.03256,8.522540000000001,NG
"data/streetviews/MY/4.93072,102.1794.jpg",4.93072,102.1794,MY
"data/streetviews/US/26.239030000000003,-98.38983999999999.jpg",26.239030000000003,-98.38984,US
"data/streetviews/AT/47.81101,16.424349999999997.jpg",47.81101,16.424349999999997,AT
"data/streetviews/TR/41.00954,28.81696.jpg",41.00954,28.81696,TR
"data/streetviews/UA/49.41203,26.945059999999998.jpg",49.41203,26.94506,UA
"data/streetviews/BE/50.398,2.9057999999999997.jpg",50.398,2.9058,BE
"data/streetviews/US/37.474079999999994,-77.57501.jpg",37.47408,-77.57501,US
"data/streetviews/AR/-34.649609999999996,-58.63402.jpg",-34.64961,-58.63402,AR
"data/streetviews/ES/41.24166,1.32823.jpg",41.24166,1.32823,ES
"data/streetviews/US/44.66478,-93.54136.jpg",44.66478,-93.54136,US
"data/streetviews/IL/32.05667,34.765.jpg",32.05667,34.765,IL
"data/streetviews/PL/50.55561,18.9119.jpg",50.55561,18.9119,PL
"data/streetviews/IT/46.12399,12.882769999999999.jpg",46.12399,12.88277,IT
"data/streetviews/LT/55.73531,24.49274.jpg",55.73531,24.49274,LT
"data/streetviews/HR/43.99376,16.39808.jpg",43.99376,16.39808,HR
"data/streetviews/MY/1.51961,103.627.jpg",1.51961,103.627,MY
"data/streetviews/CZ/50.99938,13.836549999999999.jpg",50.99938,13.83655,CZ
"data/streetviews/US/33.68215,-117.21084.jpg",33.68215,-117.21084,US
"data/streetviews/PT/38.54956,-8.90886.jpg",38.54956,-8.90886,PT
"data/streetviews/CZ/50.395720000000004,13.41916.jpg",50.39572,13.41916,CZ
"data/streetviews/US/39.72285,-105.07543000000001.jpg",39.72285,-105.07543,US
"data/streetviews/AD/42.077189999999995,1.8482500000000002.jpg",42.07719,1.84825,AD
"data/streetviews/PT/37.521179999999994,-8.473849999999999.jpg",37.52118,-8.473849999999999,PT
"data/streetviews/MX/20.00389,-102.46307999999999.jpg",20.00389,-102.46308,MX
"data/streetviews/FR/43.67681,4.63031.jpg",43.67681,4.63031,FR
"data/streetviews/NG/9.58334,8.286290000000001.jpg",9.58334,8.286290000000001,NG
"data/streetviews/RU/59.6969,30.4302.jpg",59.6969,30.4302,RU
"data/streetviews/GB/53.44648,-1.16048.jpg",53.44648,-1.16048,GB
"data/streetviews/US/33.60293,-117.67981.jpg",33.60293,-117.67981,US
"data/streetviews/CZ/50.104440000000004,13.73861.jpg",50.10444,13.73861,CZ
"data/streetviews/US/39.16818,-84.43345.jpg",39.16818,-84.43345,US
"data/streetviews/LT/55.42997,24.9254.jpg",55.42997,24.9254,LT
"data/streetviews/SE/59.216519999999996,17.93561.jpg",59.21652,17.93561,SE
"data/streetviews/PL/50.33737,17.94039.jpg",50.33737,17.94039,PL
"data/streetviews/DE/51.93218,6.40919.jpg",51.93218,6.40919,DE
"data/streetviews/PL/54.43212,18.50152.jpg",54.43212,18.50152,PL
"data/streetviews/AU/-37.940039999999996,145.09374000000003.jpg",-37.94004,145.09374000000005,AU
"data/streetviews/RU/59.846900000000005,30.45193.jpg",59.846900000000005,30.45193,RU
"data/streetviews/CO/5.542470000000001,-75.00823.jpg",5.542470000000001,-75.00823,CO
"data/streetviews/JP/35.76063,139.82382.jpg",35.76063,139.82382,JP
"data/streetviews/IT/46.14758,13.15683.jpg",46.14758,13.15683,IT
"data/streetviews/LK/7.12651,79.91289.jpg",7.12651,79.91289,LK
"data/streetviews/US/39.705000000000005,-75.16903.jpg",39.705000000000005,-75.16903,US
"data/streetviews/US/40.537699999999994,-74.21188.jpg",40.5377,-74.21188,US
"data/streetviews/AR/-34.3315,-58.803509999999996.jpg",-34.3315,-58.80351,AR
"data/streetviews/PT/41.39162,-7.8448199999999995.jpg",41.39162,-7.844819999999999,PT
"data/streetviews/US/42.16539,-88.14326.jpg",42.16539,-88.14326,US
"data/streetviews/NL/52.91691,5.67213.jpg",52.91691,5.67213,NL
"data/streetviews/JP/33.75502,130.49464.jpg",33.75502,130.49464,JP
"data/streetviews/DE/48.35149,8.96317.jpg",48.35149,8.96317,DE
"data/streetviews/SE/59.25749999999999,17.84696.jpg",59.25749999999999,17.84696,SE
"data/streetviews/US/26.190990000000003,-98.591.jpg",26.190990000000003,-98.591,US
"data/streetviews/US/39.83075,-77.69111000000001.jpg",39.83075,-77.69111000000001,US
"data/streetviews/UA/49.41029,38.15035.jpg",49.41029,38.15035,UA
"data/streetviews/GB/51.229409999999994,-0.45948.jpg",51.22941,-0.45948,GB
"data/streetviews/PL/49.802600000000005,18.88776.jpg",49.802600000000005,18.88776,PL
"data/streetviews/LK/6.90049,80.00672.jpg",6.90049,80.00672,LK
"data/streetviews/LK/6.914619999999999,79.92579.jpg",6.914619999999999,79.92579,LK
"data/streetviews/US/29.96264,-95.30349.jpg",29.96264,-95.30349,US
"data/streetviews/AU/-31.977449999999997,115.81149.jpg",-31.97745,115.81149,AU
"data/streetviews/US/41.96883,-70.98993999999999.jpg",41.96883,-70.98993999999999,US
"data/streetviews/NG/7.442769999999999,4.57149.jpg",7.442769999999999,4.57149,NG
"data/streetviews/PH/15.15844,120.56523.jpg",15.15844,120.56523,PH
"data/streetviews/TH/15.85469,103.75853000000001.jpg",15.85469,103.75853,TH
"data/streetviews/US/28.49347,-81.11711000000001.jpg",28.49347,-81.11711000000001,US
"data/streetviews/PL/54.515260000000005,16.48032.jpg",54.515260000000005,16.48032,PL
